timestamp,user_id,action_category,action_type,duration_seconds
2024-01-04 08:04:22.164521,USR063,platform_exploration,view_features,257
2024-01-05 09:46:26.939741,USR073,platform_exploration,view_features,239
2024-01-05 19:49:50.790339,USR063,platform_exploration,view_features,288
2024-01-05 20:05:55.377046,USR073,platform_exploration,view_features,257
2024-01-05 23:21:50.523031,USR063,assessment,create_assignment,347
2024-01-06 04:41:55.779509,USR073,platform_exploration,view_features,309
2024-01-06 12:46:55.882664,USR073,platform_exploration,view_features,177
2024-01-06 18:27:53.534955,USR026,platform_exploration,view_features,239
2024-01-06 21:12:21.723967,USR039,platform_exploration,view_features,153
2024-01-06 22:25:25.792342,USR073,platform_exploration,view_features,148
2024-01-07 01:22:38.365080,USR063,platform_exploration,view_features,412
2024-01-07 07:42:46.950237,USR063,platform_exploration,view_features,359
2024-01-07 10:55:43.114429,USR039,support,open_ticket,212
2024-01-07 12:31:44.324278,USR063,course_creation,publish_course,167
2024-01-07 15:58:16.976595,USR073,platform_exploration,view_features,309
2024-01-07 16:08:17.450355,USR063,platform_exploration,view_features,266
2024-01-07 16:20:23.615071,USR026,platform_exploration,view_features,118
2024-01-07 16:38:19.640986,USR063,platform_exploration,view_features,278
2024-01-07 16:55:11.746683,USR026,platform_exploration,view_features,184
2024-01-07 17:04:39.436318,USR073,platform_exploration,view_features,322
2024-01-07 20:45:04.941633,USR026,platform_exploration,view_features,229
2024-01-07 21:13:47.929663,USR039,platform_exploration,view_features,217
2024-01-07 22:01:28.774152,USR063,analytics,export_data,384
2024-01-07 22:59:30.830534,USR039,analytics,export_data,179
2024-01-07 23:43:31.551732,USR073,platform_exploration,view_features,209
2024-01-08 00:34:25.333245,USR063,platform_exploration,view_features,215
2024-01-08 00:48:59.898809,USR039,platform_exploration,view_features,272
2024-01-08 01:19:41.864035,USR039,platform_exploration,view_features,165
2024-01-08 02:56:22.534124,USR073,platform_exploration,view_features,254
2024-01-08 03:03:07.901441,USR026,platform_exploration,view_features,406
2024-01-08 06:35:45.219811,USR063,platform_exploration,view_docs,294
2024-01-08 10:40:56.062658,USR063,platform_exploration,view_features,316
2024-01-08 15:53:31.037256,USR073,platform_exploration,view_features,197
2024-01-08 16:26:18.927755,USR053,support,open_ticket,307
2024-01-08 17:01:27.317157,USR073,platform_exploration,view_features,380
2024-01-08 17:33:25.871583,USR039,platform_exploration,view_features,339
2024-01-08 20:04:07.822372,USR073,platform_exploration,view_features,292
2024-01-09 00:02:24.873581,USR073,platform_exploration,view_features,264
2024-01-09 00:55:11.380260,USR073,platform_exploration,view_features,244
2024-01-09 04:33:06.516269,USR026,platform_exploration,view_features,227
2024-01-09 04:46:31.293089,USR073,platform_exploration,view_features,189
2024-01-09 10:04:27.184338,USR063,content_management,organize_content,224
2024-01-09 10:10:45.209225,USR039,platform_exploration,view_features,78
2024-01-09 12:09:18.239564,USR039,platform_exploration,view_features,238
2024-01-09 12:23:22.004262,USR002,platform_exploration,view_features,210
2024-01-09 13:34:46.672905,USR073,platform_exploration,view_features,190
2024-01-09 13:40:53.479057,USR053,platform_exploration,view_features,258
2024-01-09 13:41:32.859618,USR053,platform_exploration,view_features,331
2024-01-09 14:04:40.545597,USR073,platform_exploration,view_features,293
2024-01-09 14:21:30.086032,USR073,platform_exploration,view_features,234
2024-01-09 14:37:15.094643,USR073,platform_exploration,view_features,231
2024-01-09 14:43:58.772793,USR002,platform_exploration,view_features,283
2024-01-09 17:23:42.616071,USR066,platform_exploration,view_features,357
2024-01-09 18:17:45.231317,USR063,platform_exploration,view_features,225
2024-01-09 18:46:07.150739,USR026,platform_exploration,view_features,196
2024-01-09 21:08:26.239046,USR055,platform_exploration,view_features,225
2024-01-09 21:40:55.119381,USR063,analytics,export_data,237
2024-01-10 00:08:07.549394,USR053,user_management,invite_users,285
2024-01-10 01:34:45.134106,USR053,content_management,create_document,400
2024-01-10 01:39:30.092234,USR053,platform_exploration,view_features,233
2024-01-10 02:20:55.139231,USR055,platform_exploration,view_features,277
2024-01-10 03:18:34.834443,USR073,platform_exploration,view_features,170
2024-01-10 04:28:54.987135,USR053,platform_exploration,view_features,300
2024-01-10 04:42:05.982136,USR039,platform_exploration,view_features,255
2024-01-10 05:16:07.572599,USR026,platform_exploration,view_features,93
2024-01-10 06:21:31.195352,USR066,analytics,export_data,317
2024-01-10 08:59:25.403001,USR073,platform_exploration,view_features,162
2024-01-10 09:24:57.128474,USR039,assessment,grade_submission,254
2024-01-10 10:23:31.155973,USR055,platform_exploration,view_features,163
2024-01-10 14:23:04.430921,USR039,platform_exploration,view_features,239
2024-01-10 15:08:18.191176,USR073,support,open_ticket,305
2024-01-10 15:23:40.086171,USR073,platform_exploration,view_features,148
2024-01-10 15:53:41.379570,USR073,platform_exploration,view_features,289
2024-01-10 22:14:13.805533,USR039,platform_exploration,view_features,196
2024-01-10 22:43:11.673612,USR063,assessment,create_assignment,95
2024-01-11 00:20:04.102324,USR053,user_management,assign_roles,351
2024-01-11 00:35:35.047828,USR066,platform_exploration,view_features,318
2024-01-11 00:57:34.675985,USR039,support,view_help,365
2024-01-11 03:47:48.863017,USR026,platform_exploration,view_features,259
2024-01-11 05:58:43.059917,USR039,platform_exploration,view_features,354
2024-01-11 05:58:59.042458,USR026,platform_exploration,view_features,198
2024-01-11 06:38:35.178265,USR081,virtual_classroom,host_meeting,177
2024-01-11 07:43:30.053964,USR063,platform_exploration,view_features,170
2024-01-11 09:14:55.024303,USR026,platform_exploration,view_features,206
2024-01-11 09:29:12.030846,USR002,platform_exploration,view_features,275
2024-01-11 10:30:07.653077,USR066,platform_exploration,view_features,136
2024-01-11 10:38:32.140304,USR026,platform_exploration,view_features,241
2024-01-11 11:08:44.108156,USR073,content_management,upload_video,252
2024-01-11 13:08:05.000086,USR073,platform_exploration,view_features,245
2024-01-11 13:49:17.289034,USR055,platform_exploration,view_features,128
2024-01-11 14:22:46.388115,USR073,platform_exploration,view_features,354
2024-01-11 14:24:36.014981,USR047,content_management,create_document,246
2024-01-11 16:03:30.168048,USR026,platform_exploration,view_features,207
2024-01-11 18:01:14.916467,USR053,integration,configure_api,394
2024-01-11 19:29:35.521495,USR073,virtual_classroom,host_meeting,178
2024-01-11 20:15:58.745042,USR026,user_management,assign_roles,273
2024-01-11 20:16:09.535373,USR021,platform_exploration,view_features,185
2024-01-11 20:34:18.678213,USR063,platform_exploration,view_features,117
2024-01-11 21:45:46.018147,USR063,assessment,grade_submission,198
2024-01-11 22:02:49.228188,USR026,platform_exploration,view_features,299
2024-01-11 22:04:03.654949,USR055,platform_exploration,view_features,143
2024-01-11 23:30:39.521013,USR032,user_management,invite_users,158
2024-01-12 01:44:48.323338,USR063,platform_exploration,view_features,199
2024-01-12 02:54:19.635513,USR063,platform_exploration,view_features,268
2024-01-12 02:54:55.400034,USR081,course_creation,edit_course,350
2024-01-12 03:13:40.803216,USR055,platform_exploration,view_features,116
2024-01-12 04:05:12.024027,USR055,analytics,export_data,104
2024-01-12 04:54:22.738101,USR039,platform_exploration,view_features,224
2024-01-12 06:18:13.650134,USR053,content_management,organize_content,285
2024-01-12 07:35:21.781649,USR047,platform_exploration,view_features,321
2024-01-12 07:57:42.622912,USR021,platform_exploration,view_features,176
2024-01-12 09:03:57.884893,USR039,platform_exploration,view_features,122
2024-01-12 11:16:22.410460,USR063,platform_exploration,view_features,314
2024-01-12 12:22:37.220492,USR039,platform_exploration,view_features,131
2024-01-12 13:03:37.012379,USR066,support,view_help,249
2024-01-12 14:44:17.267152,USR026,platform_exploration,view_features,176
2024-01-12 17:08:15.158722,USR063,platform_exploration,view_features,165
2024-01-12 17:09:14.335982,USR066,platform_exploration,view_features,233
2024-01-12 18:22:12.314143,USR053,platform_exploration,view_features,387
2024-01-12 21:08:38.426627,USR039,platform_exploration,view_features,266
2024-01-12 21:19:25.034069,USR047,platform_exploration,view_features,129
2024-01-12 21:19:25.646412,USR047,support,open_ticket,141
2024-01-13 00:12:37.696462,USR026,platform_exploration,view_features,318
2024-01-13 01:08:21.147652,USR032,course_creation,publish_course,257
2024-01-13 02:04:17.255807,USR063,platform_exploration,view_features,295
2024-01-13 02:53:22.244929,USR021,platform_exploration,view_features,192
2024-01-13 03:13:57.229651,USR053,platform_exploration,view_features,338
2024-01-13 03:31:27.591192,USR073,platform_exploration,view_features,295
2024-01-13 05:07:53.898922,USR066,course_creation,publish_course,242
2024-01-13 05:22:20.114978,USR026,platform_exploration,view_features,154
2024-01-13 05:46:33.933830,USR055,platform_exploration,view_features,140
2024-01-13 06:21:16.475499,USR039,platform_exploration,view_features,210
2024-01-13 06:55:26.523341,USR063,platform_exploration,view_features,321
2024-01-13 06:56:00.323055,USR063,platform_exploration,view_features,328
2024-01-13 09:01:13.162531,USR073,platform_exploration,view_features,327
2024-01-13 09:39:02.985636,USR073,platform_exploration,view_features,200
2024-01-13 10:09:32.922503,USR026,platform_exploration,view_features,276
2024-01-13 10:24:53.829183,USR063,platform_exploration,view_features,223
2024-01-13 10:26:26.167561,USR066,platform_exploration,view_features,302
2024-01-13 10:48:34.629365,USR032,platform_exploration,view_features,147
2024-01-13 14:57:41.861812,USR039,content_management,create_document,171
2024-01-13 15:04:13.334634,USR066,platform_exploration,view_features,267
2024-01-13 15:28:41.641818,USR073,platform_exploration,view_features,154
2024-01-13 15:31:41.616686,USR002,content_management,organize_content,245
2024-01-13 15:34:43.689423,USR073,platform_exploration,view_features,119
2024-01-13 16:01:55.873741,USR053,virtual_classroom,record_session,367
2024-01-13 16:08:14.137996,USR053,integration,configure_api,398
2024-01-13 17:58:42.326327,USR066,platform_exploration,view_features,107
2024-01-13 19:44:41.828268,USR063,content_management,upload_video,372
2024-01-13 20:21:20.744768,USR039,platform_exploration,view_features,247
2024-01-13 20:22:58.093466,USR073,assessment,create_assignment,207
2024-01-13 20:34:30.229091,USR021,assessment,create_quiz,105
2024-01-13 21:11:19.815388,USR032,support,view_help,288
